Hops,Time to Compute,Traveled,Ping
5,0.507506,18135897.742105607,60.49484361309481
5,0.492993,18648293.775474735,62.20401281703611
5,0.50702,18797910.250228602,62.70307966064564
5,0.477491,17724414.04037949,59.12228171738748
5,0.492006,17662539.701465663,58.91589113725284
5,0.468993,17260700.85666797,57.57550102150659
5,0.475507,16863103.889165465,56.24926028547384
6,0.55849,17954436.18056463,59.88955299317015
5,0.508993,18260518.259832595,60.910532918255264
5,0.507492,17826061.210239124,59.46134018208625
5,0.490991,17048561.74775882,56.86788111759163
5,0.495989,17284622.538078822,57.65529516219321
5,0.484992,17054603.67124326,56.88803480512952
5,0.493992,17262453.4077439,57.581346902684906
5,0.491491,16917997.229407795,56.432364760398755
5,0.500992,17513530.817303713,58.41885099771728
5,0.492491,17882044.69146701,59.64808097595027
5,0.495991,18962483.327570617,63.25203636068353
5,0.473492,19146533.825826887,63.86596274399542
5,0.493991,18182641.193956956,60.65076298636733
5,0.490992,17549365.520767163,58.53838270288951
5,0.515992,17394616.45303766,58.02219537184639
5,0.475493,17655109.332478575,58.89110609400583
5,0.485992,17832782.717119195,59.483760715844014
5,0.506991,17387847.082109816,57.99961518080968
5,0.513991,18565677.561014768,61.9284347869473
5,0.484492,17962209.47140867,59.91548190061417
5,0.475993,17750104.889650516,59.2079771668788
5,0.507491,18586901.44343455,61.99923003877907
5,0.497992,17912506.753981844,59.74969147983445
5,0.505491,17553990.25116781,58.553809143108694
5,0.49249,16890713.71391583,56.34135674820259
5,0.477991,16941060.681421787,56.509296155943915
5,0.460993,17726127.236334767,59.12799632401279
5,0.486493,18029332.90909292,60.139381589685236
5,0.504992,17890841.745337926,59.67742478929465
5,0.483989,17231065.985696666,57.476649731628555
5,0.48201,18273567.94249123,60.95406197443217
5,0.499492,17539665.175267138,58.50602583297539
5,0.476057,18368256.896491118,61.26991032920161
5,0.476992,18070562.996480525,60.2769103585466
5,0.490522,17801007.12843338,59.377768760243185
5,0.471992,17266047.299046084,57.59333483376941
5,0.518993,17604895.078592964,58.72360937125437
5,0.473992,18190835.8813773,60.67809752149766
5,0.526493,17576808.962069195,58.62992417017057
5,0.471492,18650888.066422995,62.212666440222215
5,0.513501,18893895.997355886,63.023253651705915
5,0.503991,17574004.367411017,58.62056904931263
5,0.490994,18169341.28098323,60.60639925169841
5,0.489992,17205019.23530491,57.38976712377616
5,0.499991,17552156.00579542,58.54769075908774
5,0.494492,17906873.473147053,59.73090087746255
5,0.493991,17594368.346070223,58.68849597092671
5,0.514992,17928377.66835729,59.80263115212375
5,0.51399,18100930.546758678,60.37820560354153
5,0.483991,17946205.79490736,59.86209938153801
5,0.498991,17718221.883767582,59.101626906073925
5,0.493991,17822220.865705125,59.448530171503464
5,0.497993,17375019.576002248,57.95682722584002
5,0.478991,16893170.95316666,56.34955321613116
5,0.480993,18046226.915273715,60.195733928920866
5,0.487489,18707098.070627995,62.400162833410306
5,0.491492,19586004.45436254,65.33187897951156
5,0.493492,17487011.90235023,58.330393418406196
5,0.482492,17900777.57139752,59.7105671378119
5,0.476491,18707705.12553232,62.402187750622794
5,0.506992,17558028.68533204,58.56727990957865
5,0.494491,17705222.932645116,59.05826707208775
5,0.525992,17503722.352725476,58.38613348137578
5,0.520989,17426671.950558882,58.129121002827645
5,0.503992,18053103.685167953,60.21867236435047
5,0.502491,18165176.46206064,60.59250691104996
5,0.480492,18036999.89562836,60.16495590412175
5,0.498491,17998119.01100487,60.03526323225715
5,0.483493,17419385.34565298,58.104815504940454
5,0.489503,18285625.320506644,60.99428105858222
5,0.501991,17914828.23656631,59.75743511226416
5,0.490505,17329016.26688856,57.80337670301003
5,0.501992,17372111.692943826,57.94712757196207
5,0.493991,17961453.617369793,59.91296064291155
5,0.492991,17756182.547350936,59.228250050931685
5,0.481992,18605880.701860145,62.06253803084407
5,0.476493,17834114.55910758,59.48820326255167
5,0.501492,18090820.183890156,60.34448106289291
5,0.501491,17902165.708535112,59.71519746492591
5,0.482491,17788989.792242747,59.33768324124456
5,0.502491,17876545.39770291,59.62973730634139
5,0.510491,17965739.14617926,59.927255628404666
5,0.496991,17137454.66709832,57.164395981659794
5,0.506992,17482194.583666924,58.314324572820226
5,0.50549,18426430.196539257,61.46395557244862
5,0.486492,17408076.567608,58.0670934815251
5,0.473492,17549395.851394035,58.53848387497127
5,0.471993,17551741.95031808,58.54630961867193
5,0.480993,18163826.47938777,60.58800385353183
5,0.485492,17350413.87849001,57.874751453018575
5,0.484493,18338678.72511231,61.17124816880753
5,0.484992,17443664.73916123,58.18580284475614
5,0.493992,17656937.217395376,58.8972032618305
5,0.507991,19249775.709204506,64.21034060044694
5,0.493992,18163841.650182556,60.58805445785653
5,0.498491,17755607.852840334,59.22633307637445
5,0.478991,19052985.059432603,63.55391764572156
5,0.478993,18826168.04269428,62.79733751103557
5,0.487992,18024823.706771594,60.1243405096611
5,0.461493,17288895.503505994,57.66954824075358
5,0.506491,17657836.63981247,58.900203412098094
5,0.485993,17034609.354831353,56.82134094405415
5,0.499492,17120784.738434397,57.10879108457084
5,0.494492,18311833.387984797,61.08170176231785
5,0.48999,17476673.073910914,58.295906798638434
5,0.499492,17361471.090866305,57.91163434368177
5,0.48751,18548364.91429809,61.87068601318671
5,0.481991,17883938.63452438,59.6543984900153
5,0.490511,17001496.894546863,56.71088966477149
5,0.503991,18621211.96517257,62.11367762093577
5,0.478503,17160730.31146762,57.242035174719746
5,0.484993,17436264.582222123,58.16111857805429
5,0.501519,17686251.20458217,58.99498419860895
5,0.489992,19617136.570410803,65.43572454141676
5,0.481518,17941614.81843955,59.84678553232023
5,0.487992,16888957.12129409,56.33549738587848
5,0.494994,18741637.274732202,62.51537321783775
5,0.502491,17331733.459535945,57.81244028213954
5,0.485503,17494619.402417116,58.35576930734079
5,0.521992,17432175.49542106,58.14747885257346
5,0.503491,17672913.468963165,58.95049430117469
6,0.559991,17529783.30444571,58.47306345976135
5,0.500491,17651558.857068557,58.87926298275016
5,0.497992,17627314.31045132,58.79839187965197
5,0.489491,17939721.508594915,59.840470130425544
5,0.482991,18124499.420172893,60.456822903418534
5,0.471492,17917176.1295841,59.765266840417425
5,0.475992,17106825.128207028,57.06222683671209
5,0.495992,18305051.703584954,61.059080497959414
5,0.524991,18251477.00798907,60.88037454814764
5,0.490492,17448174.56273335,58.20084599704987
6,0.635993,17839201.642737348,59.505171947146486
5,0.502491,17932940.099979755,59.81784978598579
5,0.487992,17432427.351428617,58.14831895379188
5,0.488492,17535666.56387893,58.49268790098885
5,0.507495,18254506.016930602,60.890478234484334
5,0.490493,18594855.50878924,62.02576194508791
5,0.467492,17443234.841410507,58.184368860204096
5,0.493993,18450468.35051806,61.54413822380527
5,0.497007,17783647.54704342,59.31986342926328
4,0.400494,18568752.673207004,61.938692257176086
5,0.500503,17183569.811109204,57.31821954555522
5,0.501992,17381162.28975922,57.97731711354078
5,0.490992,17480851.76709743,58.30984541885013
5,0.489492,17368999.905512135,57.93674776630182
5,0.488492,18455330.1568755,61.56035546429994
5,0.481492,17722711.882145148,59.11660392863637
5,0.481992,17086251.853901587,56.99360177996469
5,0.491491,17370708.39171852,57.942446662895755
5,0.490009,17652020.02514194,58.88080127387175
5,0.477492,18622590.43481647,62.11827570076169
5,0.515994,17529994.948824577,58.473769429423456
5,0.492492,17431797.272891063,58.14621723800502
5,0.485492,17961411.452758495,59.91281999690644
5,0.491491,17472149.139654096,58.28081657816665
5,0.500491,17191824.980347037,57.34575582631418
5,0.468991,17531301.089497343,58.478126245769644
5,0.488992,17689184.99150484,59.00477025847789
5,0.496992,17929451.759640567,59.80621393501832
5,0.501491,18031713.85201864,60.14732356046557
5,0.489492,17362447.046910394,57.914889782651485
5,0.498492,17513958.201504122,58.420276597967906
5,0.506492,18863721.529955365,62.92260246186904
5,0.495992,17645521.458720703,58.85912438944328
5,0.481992,17650274.64153969,58.87497930081232
5,0.488491,17093400.411846694,57.01744680275308
5,0.466992,18177402.374268223,60.63328816475696
5,0.490992,17777812.30853154,59.300399168588626
5,0.476493,18231320.805276535,60.81314069249473
5,0.506493,17501312.571562484,58.378095316589565
5,0.499492,17976025.02721486,59.961565634643115
5,0.497992,17904009.228990793,59.72134678729472
5,0.496492,17522121.34229096,58.44750590485492
5,0.496492,17536907.688697003,58.49682784778615
5,0.49599,18082286.354504887,60.31601527192828
5,0.496991,18004709.730166644,60.05724750514284
5,0.499993,18513414.516431276,61.754104033996356
5,0.483993,17600598.379775364,58.709277126624436
5,0.494992,17939231.492720928,59.838835613398246
5,0.491992,18258164.3494562,60.90268111835409
5,0.497492,17995382.279616896,60.026134478903955
5,0.521493,18283779.170558725,60.98812296517136
5,0.491993,18376046.97573622,61.2958952367241
5,0.482492,17827551.953058816,59.46631276491767
5,0.479508,17524257.785078898,58.45463231095748
5,0.48749,18353784.07231534,61.221634183867984
5,0.497992,17712010.583142996,59.08090823720726
5,0.490492,17654026.807609126,58.88749517969567
5,0.494492,18026336.08304426,60.129385253924674
5,0.511992,18634491.954273213,62.157974896717256
5,0.497986,17341389.915228497,57.844650751413496
5,0.499491,19315987.407843504,64.43119905540085
5,0.501491,17078097.542155948,56.96640192358925
5,0.493492,18132270.3030235,60.48274377866099
5,0.502491,17195557.208238404,57.3582051985938
5,0.509491,17184580.135359287,57.32158962452107
5,0.481492,18568867.903228145,61.93907662315607
5,0.500993,17947754.410224512,59.86726500624322
5,0.489491,17698939.053723104,59.03730630807836
5,0.487993,17598080.130642902,58.70087715163487
5,0.482992,17606720.956281792,58.72969984368717
5,0.494492,17637820.0574565,58.83343527982739
5,0.507993,17983707.358330306,59.98719113308944
5,0.490491,19152584.707949497,63.88614631433387
5,0.488492,18702821.860460754,62.385898931562025
5,0.491492,17214234.743129384,57.42050674927385
5,0.483487,17725510.4353797,59.12593889747412
5,0.490992,17576341.661009286,58.628365421607825
5,0.500492,18278090.08416139,60.969146215478446
5,0.466993,17276008.686888885,57.6265624472181
5,0.510492,18552138.31222836,61.883272713935
5,0.499494,17506872.645806808,58.396641728058725
5,0.500991,19121065.459003203,63.78100941607151
5,0.497994,17571309.46962905,58.61157983784972
5,0.508991,18235552.308187306,60.827255466986486
5,0.484008,17707219.37931766,59.06492650141156
5,0.483992,18517087.513336286,61.766355832970945
5,0.466992,16750173.945695454,55.87256653881729
5,0.489992,17272933.135128815,57.616303510748835
5,0.488491,17176564.420586344,57.29485207788665
5,0.494491,17153277.22206058,57.21717434430899
5,0.497995,17721012.246268958,59.11093455356647
5,0.490992,18847939.98859913,62.869960905884604
5,0.490991,18191887.832921114,60.68160645417012
5,0.477993,17716343.598811287,59.095361621812415
5,0.5025,18217299.62593023,60.766371072160105
5,0.488491,18017466.396212824,60.0997991631011
5,0.487992,17372929.439820915,57.94985528195185
5,0.490991,17692006.42242951,59.01418153907618
5,0.490992,17702190.37062197,59.048151533946445
5,0.495491,17068748.945517864,56.93521836159167
5,0.520491,17553704.696981158,58.55285663686333
5,0.496992,17739100.67757487,59.1712710661901
5,0.468492,17698612.851271495,59.03621821381488
5,0.498992,17199835.1230799,57.372474786623386
5,0.484991,17568988.852498237,58.603839092262675
5,0.499992,17381166.37555348,57.97733074228353
5,0.499991,17666983.06574142,58.93071260519451
5,0.49549,17362220.062550493,57.914132644320084
5,0.488991,17476500.05080941,58.29532965569157
5,0.487992,18078369.972396396,60.30295162729644
5,0.531991,17856558.5334783,59.56306830308732
5,0.468492,18297449.94422519,61.033723757962704
5,0.517491,18080146.660345137,60.308878020416685
5,0.483993,17900562.531710852,59.70984984262196
5,0.484991,19010028.708549995,63.41063068161393
5,0.489991,17210601.056749463,57.408386076097464
5,0.493491,18372976.002410926,61.28565157226947
5,0.478492,17793830.17056894,59.353829005520204
5,0.491491,17997933.209572103,60.034643465384946
5,0.492492,17379512.140257154,57.97181280724807
5,0.504492,17390014.803573843,58.00684592134581
5,0.484492,17245913.558420055,57.52617590357262
5,0.473493,17689148.298257012,59.00464786297695
5,0.495991,17185410.505895097,57.32435944250411
5,0.491993,18737746.46568868,62.502394875769255
5,0.483491,17431728.827161904,58.145988927626334
5,0.486992,17391845.480158832,58.012952401173266
5,0.492991,17937841.61638626,59.83419948494722
5,0.501491,17904168.40780667,59.72187775067518
5,0.486057,17089397.852074813,57.00409570037617
5,0.513493,18606099.43790916,62.063267655771696
5,0.475995,18027753.043240372,60.13411172441368
5,0.484491,17629252.12368182,58.80485572886404
