werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSOB&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSOM&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSOf&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSOm&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSOx&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSP3&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSPD&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSPP&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSPZ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSPm&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSPx&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FSJA&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSQ5&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSQU&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSQe&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSQq&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSQ_&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSRC&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSRN&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSRY&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSRf&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSRq&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSS0&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSS7&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSSK&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSSR&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSSl&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSSs&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSS-&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FST9&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSTK&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSTU&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSTf&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSTq&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FST_&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSUA&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSUO&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:04] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSUX&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSUh&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSUt&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSV1&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSVC&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSVO&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSVY&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSVj&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSVv&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSW3&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSWE&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSWQ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSWa&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSWm&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSWz&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSXC&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FSQE&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSXL&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSXh&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSXt&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSY3&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSYF&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSYN&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSYo&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSYx&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSZ6&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSZI&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSZS&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSZe&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSZq&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSZz&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSaF&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSaR&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSad&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSam&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSay&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSbD&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSbO&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSbW&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSbj&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSbv&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSc1&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FScE&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FScQ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FScc&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FScn&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FScy&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSd6&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSdJ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSdU&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSdd&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSdo&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSe7&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSeH&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSeO&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSeb&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSep&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSe-&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FSXW&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSf5&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSfP&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSfa&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSfj&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSfu&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSg4&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSgE&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSgQ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSgc&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSgm&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSgx&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSh9&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FShI&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FShW&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FShh&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FShq&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSh_&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSiA&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSiL&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSiW&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSih&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSis&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSj1&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSjC&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSjW&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSje&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSjp&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSjz&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:05] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSk7&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:47:06] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FSkJ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
