werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgII&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgIT&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgIh&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgIs&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgJ4&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgJF&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgJW&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgJh&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgJu&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgK3&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgKH&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgKS&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgKf&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgKq&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgL2&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgLE&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgLR&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgLc&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgLq&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgL_&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgMC&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgMN&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgMa&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgMk&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgMx&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgN6&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgNJ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgNU&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgNj&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgNu&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgO5&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgOH&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgOW&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgOg&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:01] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgOu&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgP3&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgPH&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgPR&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgPe&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgPp&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgQ0&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgQB&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgQO&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgQa&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgQn&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgQy&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgR9&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgRK&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgRW&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgRh&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgRu&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgS2&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgSF&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgSQ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgSd&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgSo&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgS_&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgTE&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgTW&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgTh&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgTv&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgU4&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgUN&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgUY&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgUo&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgUz&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgVA&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgVL&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgVZ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgVg&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgVw&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgW3&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgWG&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgWN&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgWa&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgWh&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgWu&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgW_&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgXD&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgXK&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgXX&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgXm&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgXz&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgY3&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgYH&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgYO&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgYb&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgYi&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgYv&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgZ0&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgZE&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgZL&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgZZ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgZf&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgZt&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgZz&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgaA&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgaU&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgaH&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgam&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgb6&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgbI&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgbQ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7Fgau&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgbY&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgbt&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgb_&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgc7&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7Fgbe&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgcH&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgce&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgcn&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgcv&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgd2&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgcP&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgdD&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgdZ&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgdi&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgdq&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgd-&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "POST /socket.io/?EIO=3&transport=polling&t=Mb7FgdM&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fge9&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7FgeV&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgee&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:02] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgem&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [03/Mar/2019 22:48:03] "GET /socket.io/?EIO=3&transport=polling&t=Mb7Fgex&sid=a6f73661b9d2424ba1180123be8cc4b4 HTTP/1.1" 200 -
