Angle,Distance,Both,Traveled,Ping
0,1,3,17291554.08178624,57.67841630339838
0,1,3,17373845.91080599,57.952912300121355
0,1,3,17589444.500164922,58.67207178877417
0,0,4,17874067.517881606,59.621471988880224
0,1,3,17820829.77150723,59.443889980697946
0,0,4,18882287.384484064,62.98453148695664
0,1,3,17483720.872434452,58.3194157241717
0,0,4,17260718.205306858,57.57555889033732
0,0,4,17801498.50016442,59.379407799922824
0,2,2,18265179.018859003,60.926079537034795
0,1,3,17866802.42973368,59.59723826317257
0,0,4,17026122.665361397,56.79303239492256
0,1,3,17278001.743389446,57.63321056814534
0,1,3,18493962.09873554,61.68921775248254
0,1,3,17675725.082251795,58.959872833663944
0,0,4,18563927.667364478,61.922597769986844
0,1,3,18175033.195580307,60.62538543525027
0,1,3,16974381.79886528,56.62044344059572
0,0,4,17827780.873196214,59.46707636030779
0,0,4,17100471.63165455,57.04103385328199
0,1,3,18015865.763783187,60.09446002798412
0,0,4,17766182.69075402,59.26160693901524
0,0,4,18270846.984956164,60.944985836989055
0,1,3,17864237.091006402,59.588681214201074
0,0,4,17916609.321317844,59.76337617153997
0,0,4,17869350.632405594,59.60573815241566
0,0,4,17021317.808861364,56.77700511870573
0,0,4,17716075.281235505,59.09446661071253
0,0,4,18974846.44556222,63.29327528362562
0,1,3,17833897.644447826,59.487479713124685
0,0,4,16931718.325096056,56.478133409387915
0,0,4,17278739.50180661,57.63567146535072
0,0,4,19188954.17023666,64.00746178294979
0,1,3,19025976.407350864,63.46382647917886
0,0,4,18269780.974122327,60.94143000757273
0,0,4,17820826.809250243,59.443880099672164
0,1,3,17440659.237581365,58.17577757053821
0,1,3,17325395.323621523,57.79129853628312
0,1,3,17410797.959506385,58.0761710678483
1,0,3,17295097.239469487,57.69023500534479
0,1,3,18053926.409187,60.22141667629889
0,1,3,17225164.210906904,57.45696352981913
0,0,4,18017357.048335116,60.099434417839774
0,1,3,18395790.36874986,61.36175210743082
0,0,4,18201225.37093843,60.71275312857916
0,0,4,17099032.40973771,57.03623312568516
0,2,2,18303856.399947274,61.055093394168914
0,0,4,18732039.279623028,62.48335775208109
0,0,4,17551533.852337494,58.545615478521235
0,1,3,18266701.417764794,60.93115771320408
0,0,4,16622550.515987415,55.44686059741082
0,0,4,17695019.588250034,59.02423237844929
0,2,2,18047948.974126074,60.20147809898884
0,0,4,17994413.382790957,60.022902586951545
0,0,4,18232062.28376869,60.81561399853467
0,1,3,16911296.93305476,56.41001497734406
0,2,2,16865680.60925416,56.25785529858082
0,1,3,17373248.419021927,57.95091928204466
1,1,2,17978263.831289716,59.969033481248495
0,1,3,18624754.448043298,62.12549407194989
1,1,2,16990922.65523428,56.67561779884908
0,1,3,17809797.025761224,59.40708870192926
0,1,3,17917146.974172052,59.76516958843038
