Angle,Distance,Both,Time to Compute,Traveled,Ping
0,0,4,12.990791,16779388.53655058,55.97001592511915
0,1,3,13.515782,18343942.543355767,61.18880637662132
1,0,3,10.289835,17265218.8635399,57.590571470350476
0,1,3,11.877311,17439812.271727335,58.17295239653174
0,2,2,14.696265,17246850.478333075,57.52930113202407
0,1,3,14.026275,18018219.897415724,60.10231257258763
0,0,4,8.981358,18362096.652110875,61.249361965635565
1,1,2,11.523816,17997732.989216987,60.033975602164546
0,0,4,12.129833,17371482.963671092,57.94503035683824
0,0,4,14.866261,17571774.510028336,58.61313104566026
0,0,4,12.007808,17910464.635540146,59.74287970588608
0,2,2,8.849858,17931923.92610801,59.81446019478225
0,1,3,12.578798,18008508.78550128,60.06991978978043
0,1,3,13.160802,16971836.07727193,56.61195182733995
0,0,4,14.136246,17841794.631614443,59.51382122709066
0,1,3,12.011307,17444725.655414857,58.18934168048197
0,0,4,9.030358,17199729.52209119,57.372122539638525
0,0,4,11.270816,17678016.162000537,58.96751505314909
0,1,3,14.520269,17192701.168084104,57.34867847403106
1,0,3,9.73385,18211406.860230617,60.74671492144091
0,1,3,11.018323,17434229.889651928,58.15433157414718
0,1,3,11.411317,17438909.25282477,58.169940249679826
0,0,4,13.133291,18105636.781169027,60.39390391187504
0,0,4,11.078803,18049227.4485439,60.20574263064144
0,0,4,8.670362,17833801.21189484,59.4871580487497
0,1,3,8.69136,17864112.765864868,59.58826651016484
0,1,3,12.690795,17945810.2665824,59.860780041050795
0,1,3,9.309851,17638551.983958505,58.83587672385761
1,1,2,9.143854,18357172.20580936,61.23293578077681
0,2,2,11.347316,17560491.440653797,58.57549477713941
0,1,3,14.011784,18984859.559030123,63.32667543518881
0,1,3,10.605307,17354896.984470278,57.8897054850182
0,0,4,9.08485,17994942.234972797,60.024666647958604
1,0,3,13.305786,17921844.75711016,59.78083970568679
0,1,3,10.701828,16845678.497701183,56.19113543571351
0,1,3,9.446848,17614275.714579266,58.75489980501466
0,0,4,11.068822,18014251.99671212,60.08907708041899
0,0,4,13.546745,17588289.24639949,58.66821827697855
0,2,2,11.506316,16635796.713423451,55.49104515633125
0,0,4,8.956856,17953894.578690007,59.88774640376543
0,2,3,13.071792,17226032.25713232,57.45985902037616
0,1,3,8.388366,17702945.510084778,59.05067040807984
0,1,3,9.278351,17102807.368472483,57.04882503271691
0,0,4,11.25432,18454636.600622274,61.55804200964374
0,1,3,8.700358,17599737.229331035,58.70640463791735
0,0,4,9.034854,17477012.13398675,58.297037781320114
0,1,3,9.386348,17109144.703922123,57.06996410851019
0,1,3,9.035355,18510216.309131768,61.743435962684025
0,1,3,9.322804,17140542.21178117,57.17469492221368
0,1,3,13.219287,18545235.329200536,61.860246840902946
0,0,4,8.869346,18216657.588246968,60.76422946495681
0,1,3,10.481831,18076006.322577506,60.29506734011181
0,0,4,13.12579,17876160.170762546,59.628452327574735
0,2,2,11.742312,16859721.52492095,56.23797793271006
0,1,3,14.469767,17673537.10852606,58.95257453885384
0,0,4,12.050306,17859872.081658993,59.57412111016894
0,0,4,17.36122,17332069.80487688,57.81356220944025
0,0,4,14.104274,16879252.31858758,56.30312564832378
0,0,4,9.32735,18114717.199009795,60.42419292568788
0,0,3,4.116934,17269921.31271041,57.60625715248289
0,2,2,10.976324,17300979.026479237,57.70985453509623
0,0,4,12.185304,17562918.2688872,58.58358980483218
0,0,4,13.841277,17816655.93385847,59.42996755681694
0,0,4,9.093858,18156167.073122263,60.56245482415429
0,1,3,10.996823,17778203.014871195,59.301702424664064
0,1,3,9.059355,17266915.026191358,57.59622925998964
0,0,4,7.950872,18482692.951804146,61.65162792423351
0,1,3,8.962356,17215014.473060396,57.42310764838057
0,0,4,13.72078,17515689.689815115,58.42605222132446
0,1,3,11.369818,17558966.5311995,58.570408226681664
0,1,3,10.597329,17517189.15959746,58.43105391417008
0,1,3,17.343722,18679864.139337804,62.30932021630926
0,0,4,14.162772,17383324.1934037,57.984528447919644
0,1,3,8.76836,17254595.930852264,57.55513718081106
0,0,4,12.012309,17827666.016439244,59.46669323940308
0,0,4,8.816361,17609679.732032187,58.73956925731376
0,0,4,8.925343,17751380.921604663,59.212233551349485
0,1,3,11.21032,17766242.899695817,59.26180777442851
0,0,4,12.068319,17465244.2439619,58.25778432517294
0,0,4,12.656284,17574152.43519939,58.621062950294494
0,1,3,8.931838,17385653.492472023,57.99229815333319
0,1,3,8.277368,18426635.53734458,61.464640515652526
0,1,3,10.236336,17767801.27001006,59.267005938301736
0,0,4,8.919856,17250999.51411161,57.54314082577051
0,2,2,11.982808,17136652.991917074,57.161721881077206
0,0,4,10.710829,17539292.218353376,58.50478178261223
0,1,3,8.993357,17860634.972942185,59.57666584159204
0,1,3,17.99321,17088219.4722876,57.00016504847473
0,2,2,14.058774,17244284.99549817,57.52074360236126
0,2,2,9.357851,18115187.546867937,60.42576183727564
0,0,4,9.159852,17312493.39174024,57.74826232365314
0,1,3,13.365786,17529930.418584295,58.47355417970989
0,0,4,11.593314,17765698.81711948,59.25999291029351
0,2,2,8.930356,17727431.2267984,59.1323459680333
0,0,4,12.217304,18809513.775474306,62.74178485490077
0,0,4,8.353864,17528593.98914273,58.46909633090544
0,0,4,12.698796,17674688.492217418,58.9564151414718
0,0,4,9.046354,17171120.56772766,57.27669333923352
0,1,3,8.644362,18466071.77107837,61.59618563276446
0,1,3,11.099822,17482187.622725196,58.31430135361777
0,1,3,8.893849,17893221.403404787,59.68536247424714
0,1,3,10.719327,17630501.613285407,58.80902357758264
0,2,2,9.023355,17931611.37306038,59.81341763002995
0,0,4,14.32228,17115707.70981682,57.09185593988669
0,0,4,9.434839,17707906.475271247,59.067218406827585
0,0,4,12.010807,17710223.56698356,59.07494739288422
0,2,2,14.439267,18195200.4071407,60.69265601246716
0,1,3,16.583234,17745806.82009921,59.19364034997335
0,0,4,9.119351,18275240.268197246,60.959640252579426
0,1,3,9.301851,18031671.692359015,60.14718293097748
0,0,4,11.874308,17333688.208592225,57.818960623186015
0,1,3,8.859358,17633620.72481389,58.81942781380026
0,1,3,12.632797,17499706.893907983,58.3727393524138
0,0,4,8.557361,19396790.390954353,64.70072879670579
0,1,3,15.49525,17377260.834664002,57.96430326006603
0,1,3,10.219335,16844264.712787095,56.18641955682532
0,0,4,12.922793,17111383.289893594,57.07743122760098
0,1,3,8.513361,18682079.41837802,62.316709591845175
0,1,3,8.595863,17110409.01853302,57.074181408130634
0,1,3,15.788224,17516629.211077586,58.42918612694372
1,0,3,12.2493,18366464.446406428,61.26393135925484
0,1,3,12.121805,17276865.723427784,57.62942121341367
0,0,4,8.874356,18407326.802815888,61.40023350959802
0,1,3,9.541403,17175449.93543227,57.291134555541554
0,0,4,11.58081,17517579.582828227,58.432356225895916
0,1,3,9.380849,17694145.900567286,59.02131807001603
0,0,4,14.332273,18139002.728713635,60.505200733649
0,0,4,12.043804,17804890.64268221,59.3907227694956
0,1,3,14.17077,18457577.803562313,61.56785280668408
0,2,2,9.749343,18699878.668514524,62.37608149991114
0,1,3,10.161334,17256435.65558245,57.56127384200238
0,1,3,8.780357,17234300.273648866,57.48743815504439
0,1,3,9.427348,17866627.21612701,59.59665381348692
0,0,4,11.844306,18656932.51079839,62.23282853654727
0,0,4,11.34387,17194240.048822768,57.35381162767741
0,1,3,16.347734,18982596.588023424,63.31912697637536
0,0,4,13.0258,17423679.652556684,58.11913977100439
0,1,3,8.719359,17975220.524410635,59.958882102125465
0,0,4,8.884356,17900968.66824512,59.71120456828681
0,0,4,7.591375,18479787.104173765,61.641935059812724
0,1,3,9.31285,17722268.754307806,59.115125813265315
0,1,3,14.803759,17620519.351624165,58.77572633656987
0,0,4,8.734859,17078992.902947403,56.96938852573196
0,0,4,8.263866,17459043.92520134,58.237102287861916
0,0,4,10.384831,17367396.08748489,57.93139800517492
0,0,4,13.254285,17901093.308969393,59.711620324993746
0,2,2,18.446202,16830796.444733806,56.1414942500548
0,2,2,10.397833,17196521.158257857,57.36142058977581
0,1,3,14.192268,17737622.370475825,59.166339964458025
0,1,3,10.980322,17739368.542400725,59.17216456707879
0,1,3,9.198852,18645231.44347358,62.19379797693635
0,1,3,10.974822,17826383.668149896,59.46241578590589
0,2,2,12.706794,17241073.41111959,57.51003090991586
0,1,3,10.459833,18640562.771608856,62.17822496376912
0,1,3,13.854274,17239427.366301484,57.504540295375165
0,1,3,9.480847,17748725.288098194,59.20337531141275
0,0,4,11.106819,17642875.450395748,58.8502982556564
0,0,4,9.018353,18402471.507711742,61.38403798830662
0,1,3,11.507314,17842390.464855604,59.51580871286369
0,1,3,15.857744,19377430.01533895,64.63614953452648
0,0,4,9.513346,18337610.756342623,61.16768580842016
0,1,3,14.783261,17787285.761443652,59.33199920628974
0,0,4,13.272286,17546962.47141289,58.530366993000285
0,1,3,11.311815,17826893.861974597,59.46411760933236
0,1,3,8.494352,17666943.4770892,58.93058055166405
0,0,4,8.918356,18009547.292812698,60.07338387732044
0,1,3,9.429348,17549926.892548624,58.54025523760553
0,0,4,8.916856,17296391.513248727,57.6945522379947
0,1,3,10.874325,18906695.952641096,63.06594970702363
0,0,4,11.762311,18098367.923992954,60.36965761404268
0,1,3,9.650844,18168466.177677315,60.603480221254515
0,1,3,9.184352,18227075.485171918,60.79897982880503
0,2,2,19.601685,17010717.881537326,56.74164756679976
0,1,3,8.841358,17292408.08606481,57.68126495506215
0,0,4,17.354232,19379550.98593205,64.64322433094196
0,1,3,11.015318,17359258.434784386,57.90425371739303
0,0,4,11.13932,17667288.39858197,58.931731085928234
1,0,3,9.619345,17183073.596587908,57.316564352065974
0,0,4,10.062341,18075304.271376874,60.29272554936097
0,1,3,13.832277,18552192.895345047,61.88345478361553
0,1,3,10.819825,17348938.350412525,57.86982962110469
0,0,4,13.200786,17415109.64653567,58.09055330777126
0,2,2,11.613813,19107633.073132526,63.73620379937955
0,1,3,8.605861,18431728.257734705,61.481628002456155
0,1,3,8.599861,17888605.828868568,59.669966574704496
0,0,4,12.334803,17417933.377667412,58.09997226103452
0,0,4,8.789872,16903194.648459923,56.38298866486461
0,0,4,11.824295,18200169.210784823,60.70923015749543
0,0,4,9.011353,18020482.20739168,60.10985882643985
0,0,4,12.699796,17222841.723453168,57.449216545506296
0,1,3,12.98229,19174832.345209066,63.96035644475678
0,0,4,9.012355,18132864.423583988,60.48472555154619
0,0,4,12.4033,17340855.697608795,57.84286879323206
0,1,3,9.606345,18772259.597669967,62.6175182929552
0,0,4,7.860373,19797567.990464933,66.03757897918864
0,0,4,8.561859,17966913.499262262,59.93117284866655
0,1,3,12.688296,17376984.051253043,57.96338000997945
0,0,4,14.431267,17982447.085219372,59.98298731446188
0,1,3,14.792762,17744246.79720363,59.188436673682105
0,0,4,9.149853,17680929.732874896,58.97723367953894
0,1,3,11.011832,17277878.657946695,57.63279999929916
0,1,3,10.50432,18821104.82512815,62.78044843506052
0,2,2,8.928359,17062342.770621233,56.91384966211836
0,1,3,8.703357,17421709.287947975,58.112567342081405
0,0,4,8.64386,17118842.243437424,57.1023116186667
0,1,3,9.245351,17616256.110424943,58.761505694542706
0,1,3,9.391848,17860411.975225933,59.575922001272545
0,0,4,9.052354,17217686.412186693,57.4320202780109
0,0,4,13.281284,17143962.26148425,57.1861029801372
0,1,3,11.78881,17444205.453812435,58.18760647470207
0,1,3,14.130772,17361875.532820724,57.91298341683663
0,1,3,13.401286,17251720.337678626,57.545545234395846
0,1,3,10.44983,17704460.985796824,59.0557254909604
0,0,4,8.891856,18167227.238718715,60.59934756569963
0,1,3,9.436346,17926482.230039854,59.79630865040798
0,1,3,10.50483,16927813.052378733,56.465106821696445
0,0,4,12.069806,18526183.23580796,61.796695897537724
0,0,4,9.062363,17573799.425706238,58.619885437364836
0,1,3,13.247786,17118852.96024153,57.10234736607758
0,1,3,12.23481,17241789.693405326,57.51242017045728
0,0,4,12.266302,17087234.488191903,56.996879495166155
0,1,3,9.218351,17528755.061229065,58.469633609556425
0,1,3,11.325818,17144172.62016309,57.186804661165624
0,0,4,10.248837,17430136.476034183,58.14067741595934
0,0,4,8.593861,17880215.722434077,59.64198019190342
0,0,4,8.851357,17728142.40026563,59.134718187390376
0,1,3,8.58986,17493599.88475589,58.35236856245606
0,1,3,10.043326,16806999.244197216,56.06211533287287
0,1,3,11.397316,17312946.945599534,57.74977521649022
0,1,3,12.759278,18138107.94600258,60.502216059774966
