Angle,Distance,Both,Time to Compute,Traveled,Ping
0,1,3,11.512816,18286770.17706185,60.99809988901738
1,0,3,7.822374,18208187.941222306,60.73597776330405
0,2,2,12.681798,17631397.36734411,58.81201149152369
0,0,4,14.769264,17655797.451076075,58.893401410594784
0,2,2,14.344772,17822925.620640513,59.450880980942735
0,1,3,8.151369,17565715.202693883,58.592919371839976
0,0,4,11.570813,17897239.782353677,59.69876634371906
0,1,3,7.788376,17607849.070316,58.73346282708329
0,1,3,13.73078,17973821.00442562,59.95421380591918
0,1,3,9.832342,17220241.942367192,57.440544609191875
0,1,3,11.93881,17543220.724198367,58.5178858676763
0,0,4,8.78036,17584751.794958062,58.65641860900617
0,1,3,12.642798,17696741.77622415,59.02997697922109
0,0,4,13.556282,17834550.525012236,59.48965748828661
0,0,4,13.992786,17796163.540350053,59.36161228937013
0,1,3,10.438832,17803195.118134964,59.385067108342994
0,0,4,12.348303,17570055.765497923,58.60739793098037
0,1,3,14.14527,18041552.650288794,60.18014225911273
0,1,3,8.866867,17938028.638897236,59.83482332489793
0,1,3,12.113797,18021445.10877289,60.11307071974115
0,1,3,9.158854,17851335.225642543,59.54564522344933
0,0,4,10.01734,17974525.517606866,59.95656380895343
0,1,3,12.416801,18431747.807591178,61.48169321375845
0,0,4,12.694297,17403884.9460519,58.05311173691408
0,0,4,13.376785,17272217.964516193,57.6139179583498
0,1,3,14.536767,18026841.78342235,60.131072088826514
0,1,3,13.354786,18004468.74843118,60.056443676591975
0,1,3,11.448314,17377288.86822226,57.964396769951605
0,2,2,8.08787,17924422.784431215,59.7894390792516
0,1,3,9.024355,17263387.62093761,57.584463102492506
0,0,4,16.622233,17390958.554953806,58.0099939371183
0,0,4,8.587862,17644694.649174318,58.85636644964248
0,1,3,13.809778,17818214.659644533,59.435166906416526
0,0,4,12.738794,17250114.359627333,57.540188268204226
0,1,3,12.647297,18481810.113808177,61.64868309364055
1,0,3,8.367866,17475456.095486913,58.291847395542575
0,1,3,9.920341,18188971.48288924,60.67187855750859
0,2,2,12.435299,18344364.098734148,61.19021253401436
0,1,3,8.81736,17926298.472200327,59.79569570022911
0,0,4,11.264819,18593237.590241842,62.02036514968823
0,1,3,8.423365,18216547.419748336,60.76386198239871
0,0,4,8.744861,18350883.747746687,61.211959742398214
0,1,3,9.055853,17849921.05700244,59.540928064588925
0,1,3,14.129786,17384154.158434648,57.98729691328406
0,0,4,8.824358,17408308.07999243,58.067865723720644
0,1,3,13.64978,18980868.389702655,63.31336232724501
0,0,4,13.632266,17267993.42974598,57.599826427073204
0,1,3,8.554362,18104642.52564156,60.39058743239877
0,1,3,8.032382,18237364.934133276,60.83330173636283
0,0,4,14.091273,18026397.952035144,60.12959162666569
0,0,4,9.904842,18460369.565467086,61.57716512208394
0,2,2,12.837294,17952895.405186422,59.884413519686504
0,1,3,13.342786,17239044.560147144,57.50326339148155
0,0,4,8.517863,18177928.768830046,60.635044028025995
0,2,2,13.634779,18245235.750213645,60.85955595298117
1,1,2,8.593364,17704373.104637604,59.05543235096484
0,1,3,12.989287,18014681.878333654,60.09051101116986
0,0,4,10.624831,18196694.886080563,60.69764105765411
0,1,3,10.836327,17481937.193118826,58.3134660103616
0,1,3,14.077274,18183640.537758637,60.65409643849956
0,1,3,8.894876,18269631.32263581,60.94093082394245
0,0,4,12.393303,17561377.796833348,58.578451343129686
1,0,3,9.465347,17794628.99181557,59.356493586401555
0,2,2,12.711796,17209544.928588003,57.404863211728056
0,1,3,14.371768,18313337.78833482,61.08671990176704
0,1,3,14.194271,18601253.38633794,62.047102967587485
0,0,4,13.12679,17728233.750382185,59.135022898582164
0,0,4,7.65189,18021406.03043731,60.112940368443795
0,0,4,12.619777,18307183.754592773,61.066192254660244
0,1,3,11.680812,18339040.57528375,61.17245517106591
0,0,4,8.877297,18384197.61194369,61.32308283282381
0,1,3,10.887824,17604096.572381563,58.72094584121745
0,1,3,8.498878,18429608.45920564,61.47455711562548
0,0,4,8.295866,17561553.708407104,58.57903812098295
0,0,4,12.694295,17854388.693655543,59.555830496467
0,1,3,11.340817,18330863.487757828,61.145179342864544
0,0,4,15.037758,18044365.01184824,60.18952328756479
0,0,4,11.719811,18277773.52493547,60.9680902875537
0,1,3,8.669861,18217985.662547138,60.76865944400928
0,1,3,12.456799,18601628.74721583,62.0483550367119
0,0,4,13.738778,17194768.080208197,57.355572950802326
0,0,4,14.783262,18670236.26569139,62.27720508647952
0,0,4,8.351877,18378793.942086518,61.305058130237
0,1,3,14.497265,18113592.66509453,60.4204418842832
0,1,3,8.962854,18639590.549261577,62.174981979071475
0,1,3,14.043273,18933110.607985277,63.15405951370996
0,1,3,11.000323,18567599.561367676,61.93484589007695
0,1,3,12.794303,17593100.09898902,58.6842655539972
0,0,4,13.62128,18304125.4483494,61.0559908430431
0,1,3,15.732247,18012395.488916274,60.08288443694618
0,1,3,8.139854,17363429.906660564,57.918168249906074
0,1,3,10.578829,18382892.69931229,61.31873011278272
0,1,3,8.472368,17856877.84329325,59.56413340598954
0,0,4,13.288789,17741872.769159485,59.18051776846408
0,1,3,8.410364,17733981.88290823,59.15419660496136
0,1,3,8.876357,17849833.532925583,59.54063611569193
1,0,3,14.666264,18201245.186892033,60.712819227485944
1,1,2,11.547812,17534325.03027092,58.48821302651765
0,1,3,13.741278,17569207.41480999,58.60456813766518
0,1,3,13.087288,18798255.490069967,62.70423125680644
0,0,4,11.907806,17501069.186573815,58.377283471648845
0,2,3,13.112289,17382800.029023167,57.982780023734705
0,1,3,10.361335,17006145.07080301,56.72639431194696
0,1,3,13.259286,18127421.25848598,60.46656910701576
0,0,4,8.625861,18888041.61991936,63.00372555045
0,0,4,11.79481,17381777.700222064,57.97936990189661
0,1,3,8.386864,17572320.582107823,58.61495254606348
0,0,4,15.569248,18160477.113423143,60.57683157118251
0,2,2,14.817262,17211859.782756288,57.41258473414117
0,0,4,8.531362,17547806.62750904,58.53318279466325
0,1,3,14.109772,18326870.021946236,61.1318585746742
0,2,2,12.548798,17610387.317700762,58.741929509062636
0,0,4,9.731342,17758733.887154877,59.23676040452091
1,1,2,15.796245,17815001.026308063,59.42444737938323
0,1,3,10.47783,17317551.415788114,57.76513407591589
0,1,3,11.783809,17269993.095975302,57.60649659568252
1,0,3,14.79776,17566396.89758828,58.59519326126165
0,1,3,10.629327,18781870.547084603,62.649576969623965
0,1,3,8.993855,18135758.28536691,60.49437843548308
0,1,3,9.449347,17284967.53136276,57.65644593592695
0,1,3,12.201304,17820787.922613237,59.443750387812415
0,1,3,12.974274,17410484.381375525,58.07512508378638
0,0,4,11.554313,18686789.42887816,62.3324204958585
0,2,2,10.34983,17765428.203543525,59.25909024056138
0,0,4,13.467782,18217496.393521447,60.76702741819977
0,1,3,13.393784,17409825.828310065,58.07292838719753
0,1,3,8.042869,18038182.92413854,60.16890206249399
0,1,3,14.288768,17069078.638532273,56.936318099119454
0,1,3,8.06237,18421239.290807866,61.4466405745976
0,0,4,12.541797,17227946.16913995,57.46624314368989
0,2,2,8.235867,17913909.83733653,59.754371662162605
0,0,4,9.432849,18772957.308841474,62.61984560692706
0,0,4,13.596778,17583938.64107485,58.653706219594966
0,0,4,13.406783,18415644.490868647,61.427978330677696
1,0,3,8.604371,17814956.403223496,59.424298532793955
0,0,4,7.932845,18416176.098267153,61.42975158209836
0,1,3,8.924355,18132736.279964224,60.48429811043752
0,1,3,9.22285,17267198.14255569,57.59717363453499
0,1,3,8.916855,17608555.277919624,58.73581848210224
0,1,3,7.990367,17080403.09323583,56.97409241423951
0,0,4,10.525329,18622033.038413182,62.11641642648
0,2,2,9.36234,18065359.65728981,60.25955388713921
0,2,2,14.510765,17293488.663295977,57.68486937275025
0,1,3,17.21322,17729008.846978936,59.13760834254928
0,0,4,8.442851,17949170.65329246,59.87198908465014
0,1,3,13.395282,18104787.59412033,60.391071328760624
0,1,3,9.058353,18228766.060308397,60.80461898050028
0,1,3,12.83129,17448616.38452374,58.2023197559172
0,1,3,8.675357,17547870.95290536,58.5333973610909
0,0,4,10.590328,18117634.958970584,60.43392552536607
0,2,2,8.761857,17470118.900938068,58.274044430717986
0,0,4,8.196367,18080348.96788919,60.30955284575003
1,0,3,8.220867,17704731.419978842,59.05662756229877
0,0,4,7.812872,17137297.310001213,57.1638710948791
0,2,2,14.315267,17410149.842357397,58.074009181730034
0,0,4,13.721777,18366874.53979336,61.26529928355956
0,1,3,9.273848,17415453.342150174,58.091699752945665
0,1,3,9.193852,17573232.23402209,58.61799348954294
0,1,3,9.085851,18489854.540156823,61.6755164117833
0,1,3,8.659858,18376110.596307453,61.29610745210831
0,1,3,12.87179,18421223.508691236,61.446587931122714
1,1,2,8.519861,17677712.122689087,58.966500887164045
0,1,3,11.126319,17516812.296848547,58.42979683534313
0,0,4,11.545311,17509172.54273293,58.404313358482014
0,2,2,10.298833,17910310.440156557,59.74236536544654
0,2,2,9.053352,17785927.83029384,59.32746963550625
0,1,3,8.527361,18019318.44356552,60.10597692813698
0,1,3,11.894306,17856672.28571085,59.56344773969512
0,0,4,7.656875,17771362.905120276,59.278886274310636
0,1,3,13.230785,18012115.60993609,60.081950861152045
0,0,4,8.676858,17841662.162201315,59.5133793566884
0,0,4,12.228802,17810964.150823463,59.410981812108915
0,1,3,16.562729,18044176.26466617,60.188893694730496
1,1,2,8.954352,17863842.512515787,59.587365042020224
0,0,4,14.427764,17252262.36937619,57.54735325753557
0,0,4,9.089349,16948224.19432084,56.533191063089454
0,0,4,13.44328,17459043.991621114,58.23710250941443
0,1,3,9.448844,18889407.3728213,63.008281211790404
0,2,2,8.790357,18409916.373373687,61.408871387256276
0,0,4,8.548375,17919745.729473718,59.77383810309662
1,1,2,10.381324,18279479.349769834,60.97378030676607
0,1,3,14.443263,18082963.510646675,60.31827402170079
0,0,4,10.321843,18506752.56920451,61.731882169858565
0,0,4,8.51334,17376047.03081267,57.96025444620484
0,0,4,12.550795,17997087.40831901,60.03182217606908
0,0,4,8.744857,17620342.4577198,58.77513628201437
0,1,3,8.458361,18026714.28611123,60.13064680357143
0,1,3,14.571262,18148352.090437513,60.536386847698104
0,0,4,8.278364,17562346.11356488,58.58168130009542
0,2,2,11.028319,17593038.725191962,58.68406083304498
0,1,3,8.430361,17582738.458910212,58.64970284279005
0,1,3,13.500278,17528339.94315558,58.468248924701356
0,1,3,14.200269,17001886.01562805,56.71218763299384
0,1,3,14.349763,18388649.02733575,61.33793115639892
0,1,3,17.174219,16988399.236746587,56.66720058074639
0,0,4,8.429363,17320356.8801173,57.774492097684075
0,0,4,9.134849,17474384.760690756,58.2882738072994
0,1,3,12.468296,18302898.291021936,61.05189748677977
0,0,4,9.889339,17545194.33396868,58.5244691212933
0,0,4,8.140868,17868595.58486236,59.603219584892955
0,2,2,14.382264,17662160.14778178,58.91462508243297
0,1,3,8.345363,17759747.11571796,59.24014017123219
1,0,3,12.167299,17342781.870795175,57.84929381543602
0,0,4,9.438345,17819110.54578868,59.43815526094719
0,1,3,10.617828,17903985.96183815,59.72126917642701
0,2,2,13.714275,17786991.36815716,59.33101721598077
0,0,4,8.520354,17699508.44638472,59.03920559757088
0,0,4,14.388261,17980978.27874558,59.978087903404685
0,1,3,9.316347,17585127.398283225,58.65767148684763
0,0,4,11.193316,17816858.22278194,59.4306423200387
0,1,3,13.570778,16803040.630153093,56.04891081766612
0,1,3,8.927863,18474336.930259828,61.623755236388696
0,1,3,16.834209,17425055.203564648,58.12372811530871
0,1,3,11.535811,17379035.043116085,57.97022138247563
0,1,3,8.140366,18329275.504510954,61.13988240087988
0,0,4,15.80174,17076553.078540098,56.961250147469016
0,0,4,9.094864,17917702.06627274,59.7670211763859
0,1,3,15.241244,17736531.34759478,59.162700703832186
0,1,3,11.359814,17922264.159430183,59.78223868125015
0,0,4,8.687357,18085279.780498337,60.326000266325366
0,2,2,7.561373,17482865.54287408,58.31656265184365
0,1,3,8.571841,17417097.383856777,58.09718368582556
0,1,3,10.232331,18051666.47346531,60.213878342106476
0,1,3,10.500828,17636233.09336362,58.82814173737454
0,1,3,11.999805,17746409.133092996,59.195649449874736
0,2,2,12.309807,17882229.181573458,59.648696368708684
0,2,2,9.515843,17018002.619426597,56.76594683698978
0,1,3,11.435812,17420296.075034488,58.107853371181854
0,1,3,9.498843,17111413.550328422,57.0775321655473
0,2,2,17.488711,17614513.511676315,58.75569301075513
0,1,3,17.014721,17848702.83915192,59.53686452721118
0,0,4,14.174268,18814978.060127288,62.760011746684135
0,1,3,8.919853,17445839.305223167,58.19305641641351
0,1,3,11.773306,17910328.062674493,59.742424147839436
0,1,3,8.437361,17541174.961122062,58.51106193653539
0,0,4,15.23675,18106856.27172595,60.3979716945444
0,1,3,8.633858,17974199.094160374,59.95547497753037
0,1,3,13.42278,17397575.354716852,58.03206520552623
1,1,2,17.56471,17001254.18549429,56.710080074510905
0,0,4,8.154366,18063131.388153225,60.2521211813056
0,2,2,8.158365,17829431.780652992,59.472583194865294
0,0,4,8.812356,17368084.539788876,57.933694434888906
0,1,3,14.446762,17857379.8682145,59.565807980886945
0,1,3,8.38586,17579657.27626776,58.63942512371879
0,1,3,15.330247,16998066.259977233,56.69944629953341
0,2,2,14.535259,18916987.67422455,63.10027919523282
1,1,2,11.559308,17230049.6989977,57.473259764073916
0,1,3,10.907822,17593755.313974332,58.68645111594913
0,2,2,18.324198,17532995.721910745,58.48377893108406
0,1,3,13.40528,18029497.437495507,60.13993039736633
0,0,4,11.593808,17690726.05056018,59.009910678206595
0,1,3,12.079801,17623873.06348298,58.78691311526192
0,0,4,13.705772,18700281.899336204,62.37742653316201
0,0,4,9.158348,18398159.90557157,61.369656031543265
0,1,3,10.785322,18776898.03360154,62.632990449904916
0,1,3,13.570776,17973115.8890426,59.95186179415603
0,0,4,8.362362,17884759.424037643,59.65713634914697
0,1,3,14.708758,17666595.901729405,58.92942116505228
1,0,3,8.409879,17932145.261923105,59.81519849159615
0,0,4,8.055367,17689023.128964324,59.00423034315554
0,2,2,12.239805,18165617.48124969,60.593977992727375
0,2,2,8.217362,18111538.424348086,60.41358967467843
0,0,4,12.361305,17369038.835691586,57.936877623403525
0,0,4,8.495858,17833185.366700772,59.48510381028658
1,0,3,11.208815,18784271.20844242,62.65758471401435
0,1,3,13.227782,16719892.001380282,55.771556844580104
0,0,4,15.458744,17290943.013898317,57.676378000313385
0,1,3,10.116832,18806132.618904248,62.73050653050538
0,0,4,8.745855,18060569.504907932,60.24357565858139
0,1,3,13.587776,18404828.169143513,61.39189896474084
0,1,3,13.20877,17445933.838765673,58.19337174637134
0,1,3,18.845746,17412604.10117118,58.08219570799067
0,1,3,8.816837,18603911.60866466,62.055969842899124
0,1,3,14.531758,18703452.546390034,62.3880026733896
0,0,4,9.096847,17310771.375550024,57.742518295890754
0,1,3,8.50836,17747444.965782814,59.19910461583734
0,1,3,11.74582,17419048.105145752,58.10369059168638
0,1,3,12.51533,18070749.49394934,60.27753244714516
0,1,3,8.396362,16851741.81246351,56.21136047687441
0,1,3,10.948818,17832370.1511414,59.48238454386391
0,0,4,8.666357,18040455.135646388,60.1764813443017
0,1,3,8.297364,17291434.48474042,57.678017370591945
0,0,4,9.902335,17485080.830772083,58.323952056925954
0,1,3,8.231864,18234783.60203755,60.82469133925621
0,0,4,11.191815,17224209.798965152,57.45377995423992
0,1,3,8.682355,18067815.57534421,60.26774594803082
0,0,4,9.748338,18197467.954537522,60.700219736475034
0,1,3,15.889735,18361812.99074214,61.24841577315121
1,0,3,10.455328,17720843.04817143,59.1103701694596
0,0,4,11.153814,17830694.40066728,59.47679484191984
0,1,3,11.267313,17688271.49365208,59.00172315761034
1,0,3,14.922252,19183546.651462283,63.98942424175705
0,1,3,9.044905,17676138.54160362,58.96125198561908
0,0,4,14.736759,18241690.18779466,60.847729229699695
0,0,4,14.118763,18146641.02237601,60.53067933896244
0,0,4,8.495358,17352101.17235526,57.88037965957109
0,1,3,8.286866,17342942.233459037,57.849828727708335
0,1,3,8.432861,17671020.64891488,58.94418053306479
0,0,4,8.597857,18163163.756920997,60.58579324931711
0,1,3,10.770322,17391800.087144975,58.012800986376305
0,0,4,7.997868,18456852.112853564,61.565432163021356
0,2,2,11.106318,17617044.322226662,58.76413488612489
0,0,4,13.161781,18023323.803535793,60.11933737097038
0,2,2,9.190848,17801433.32491023,59.379190398674446
0,2,2,15.735747,16995082.185213793,56.6894924974823
0,0,4,8.120366,17922504.170329753,59.78303927144102
0,1,3,14.886752,17226230.391846593,57.4605199266475
0,1,3,14.434756,17117868.00977571,57.099061924946206
0,0,4,14.458261,17410395.380785294,58.07482820977088
0,1,3,11.051816,17246353.8213773,57.52764446273225
0,0,4,10.503825,18397391.316640113,61.36709229481115
0,0,4,13.942267,17250921.596246812,57.542880919748065
0,0,4,13.623778,17546049.18988934,58.52732061372932
0,0,4,8.346861,17954208.88741463,59.88879482482585
0,0,4,8.40786,19200207.62275063,64.044999260257
0,1,3,12.978783,18274573.729887992,60.957416920084185
0,1,3,13.922769,17534346.77415151,58.48828555629669
0,0,4,12.547791,16807240.57814665,56.06292033628308
0,2,2,10.84232,17891377.98155975,59.67921348080803
0,0,4,11.968301,18473748.958339717,61.62179397316027
0,1,3,7.650872,17267022.452124037,57.596587594332384
0,2,2,10.151332,16991176.78081837,56.67646547055997
0,0,4,10.043332,18092411.68287225,60.349789732108036
0,0,4,14.017325,18121870.616931982,60.448054159614955
0,0,4,8.544286,17370794.478858892,57.942733818688524
0,1,3,8.874852,17573834.00909134,58.62000079512121
0,1,3,9.296837,16861960.06611777,56.24544490244868
0,0,4,9.104348,18443640.73504245,61.521363749868506
0,2,2,12.989784,17368474.694951717,57.93499585243638
1,1,2,12.504341,17382643.499709707,57.98225789814306
0,2,2,10.16782,17441311.316747952,58.177952672524725
0,1,3,15.942735,17735974.529439494,59.16084335837822
1,1,2,9.966333,18264262.810327683,60.92302339431677
0,0,4,8.437858,17882440.89579933,59.64940257135534
0,0,4,8.193872,18255997.473284513,60.89545319740972
0,1,3,8.505858,18797319.815847732,62.70111018353221
0,2,2,8.195363,17259696.272205964,57.572150088413046
1,1,2,11.640305,17925018.891365197,59.79142747796561
0,0,4,7.144881,16880210.165141996,56.30632068053772
0,0,4,12.006801,17684539.973153077,58.989276144937676
0,0,4,12.537289,18072101.68746528,60.282042879242034
0,2,2,13.73477,18176633.509142872,60.630723506741184
0,1,3,8.606856,17996065.71485091,60.02841417347376
0,1,3,13.74927,17454738.85061241,58.22274210466594
0,1,3,14.609757,17267216.356664605,57.59723439026299
0,0,4,8.697355,17105057.540019512,57.05633079712824
0,0,4,10.18283,17089368.46317329,57.003997669552064
0,1,3,9.329345,18464409.096619196,61.590639547711625
0,0,4,14.515259,17975359.00317385,59.9593440175621
0,0,4,8.647356,18042052.002600435,60.18180791914402
0,1,3,11.642305,17533272.26519983,58.48470138021028
0,1,3,12.963284,18033650.694705866,60.15378417229374
0,1,3,8.455858,17338486.783001687,57.834966944604126
0,0,4,8.610856,17620007.18673818,58.77401793839063
0,0,4,10.658821,18522892.69542797,61.78571983621886
0,0,4,11.040816,18138502.998252004,60.50353381224511
0,0,4,11.310311,18335340.211271685,61.16011208524769
0,0,4,13.112278,18195372.81951513,60.69323111824779
0,0,4,14.163762,17495329.830190502,58.358139039330936
0,0,4,13.13128,17761177.10249472,59.24491009371737
0,1,3,13.646271,17520557.913094558,58.44229086636709
0,0,4,12.245295,18648845.391464233,62.20585280993272
0,1,3,11.824302,18257792.28913107,60.901440058688706
0,1,3,8.519857,18063745.79126453,60.25417060949836
0,1,3,8.925851,17152981.60924721,57.216188286096205
0,1,3,14.855751,17295018.3531761,57.68997186899225
0,0,4,11.803798,17563703.236954607,58.586208176481286
0,0,4,8.999358,17770558.671462666,59.27620363956946
0,1,3,14.514293,17755541.674551137,59.226112329361406
0,0,4,7.869867,17521830.978093766,58.44653735414131
0,0,4,13.57676,17894616.43055163,59.69001578395832
0,1,3,10.183328,17946683.19002095,59.86369180023979
0,1,3,9.635838,17482804.71204518,58.31635974203827
0,1,3,9.350863,18328064.068052653,61.135841483791886
0,1,3,8.633354,18503957.56889986,61.722559052319376
0,1,3,11.075814,18038410.738726903,60.169661970169464
0,0,4,11.439312,18205978.9747319,60.72860944416794
0,0,4,13.820768,17995878.75703734,60.02779054933037
0,1,3,8.090364,17983314.299933158,59.98588003139464
0,1,3,8.053868,19102291.139920183,63.718385028074835
0,1,3,10.902815,18445764.955417473,61.52844938638974
0,0,4,13.241261,18722542.467903398,62.4516797977845
0,2,2,15.148247,17899270.929373827,59.705541520944166
0,1,3,12.880285,18039960.941716623,60.17483289078036
0,0,4,13.558776,17403725.199112143,58.052578878476325
0,0,4,12.309793,17406309.246565185,58.06119833304006
0,2,2,14.811268,17167436.762840323,57.264405488710246
0,0,4,14.158262,18176203.078795806,60.629287745638955
0,2,2,14.837752,17614808.665966813,58.75667753950024
0,1,3,13.739265,18060350.886247765,60.242846425220804
0,1,3,10.037304,17283545.633799188,57.651702996152736
0,1,3,8.468359,17805111.563695867,59.39145968268083
0,0,4,11.26831,18130538.052392483,60.47696561247853
0,1,3,9.714337,17308287.763666604,57.734233858328324
0,0,4,7.486374,17170842.05469795,57.275764319759766
1,1,2,17.240221,18213568.202592093,60.75392438358119
0,0,4,11.348812,18569937.334834788,61.94264386304233
0,0,4,7.814869,17936947.23619694,59.831216153741174
0,0,4,9.679838,17650901.501682587,58.877070281190086
1,1,2,12.281294,17397709.475240592,58.0325125834407
0,1,3,9.016848,18961107.116849612,63.24744581581336
0,1,3,11.721303,17307093.001691606,57.730248561330065
0,2,2,14.79525,17064345.14271801,56.920528856530034
0,1,3,14.134763,17500091.036380466,58.37402071378496
0,1,3,14.774752,17786186.46755584,59.328332356554824
0,0,4,10.34435,18270207.92293349,60.94285415552114
0,2,2,13.431275,17608884.009392902,58.73691501227403
0,1,3,14.630255,17475117.355270553,58.29071747979727
0,1,3,8.873864,18464729.600273307,61.59170863283267
1,1,2,9.124346,18629823.404491264,62.142402290774335
0,1,3,13.278279,17489530.38860571,58.33879418435303
0,1,3,8.84535,18073492.874990337,60.286683381353456
0,1,3,12.5488,17177978.73958785,57.29956973829872
0,1,3,8.802853,18358428.697371982,61.23712698551688
0,0,4,10.858293,18779127.326906245,62.640426571995675
0,1,3,8.425357,18272989.30550498,60.95213184919163
0,0,4,8.104864,18025422.3832175,60.12633747934437
0,0,4,10.881809,18167837.064193968,60.60138172454202
0,1,3,7.909366,17874721.063365497,59.62365198197482
0,0,4,13.302279,18213879.6783184,60.75496335477634
0,0,4,8.723351,18566322.604247987,61.930586419586184
0,0,4,8.97884,17407378.96538069,58.064766530951964
0,1,3,8.284861,17878930.459496044,59.63769301618465
0,1,3,10.933316,17295252.190408595,57.69075186604628
0,0,4,14.740251,18185272.063176394,60.65953862153354
0,0,4,13.915267,17971281.017942436,59.94574132293187
0,0,4,11.423808,17756227.73274744,59.2284007731917
1,1,2,15.085247,17494048.37142715,58.3538645529731
0,0,4,12.027798,18039383.76954923,60.17290765164961
0,0,4,16.679714,17285556.090422757,57.65840915764324
0,0,4,10.357327,17556084.331759114,58.560794244132396
0,1,3,8.478859,18624912.96993863,62.126022844079266
0,1,3,8.641358,18982728.46566922,63.31956687285425
0,1,3,8.522858,18419865.928296834,61.442059530333324
0,0,4,10.941816,18043835.848415893,60.187758188337774
0,0,4,7.971867,18052864.189384334,60.21787349240147
0,1,3,13.061792,17476080.7406089,58.29393098740584
0,0,4,12.049297,17722950.65612531,59.11740039290819
0,1,3,8.754352,17853588.457015723,59.55316119434214
1,1,2,15.276744,17261696.29722909,57.578821453829676
0,1,3,10.69582,18003185.796457488,60.05216420942056
0,1,3,14.993248,17606669.443045612,58.72952801402585
0,1,3,14.23127,18572375.283718992,61.95077598523357
0,0,4,8.930351,17778598.22496381,59.30302070364242
0,2,2,9.391843,17844336.053143017,59.52229849687418
0,0,4,11.835802,17817860.430627484,59.433985325593
0,0,4,13.82126,17769643.968383417,59.27315251849905
0,1,3,13.918763,18225457.34603326,60.7935822975921
0,0,4,12.316292,17318531.81631965,57.768404340100034
0,0,4,14.117762,17939961.675638154,59.84127124145564
0,2,2,12.573289,17636398.049404107,58.82869197150214
0,1,3,7.862367,17712567.62371431,59.08276632456125
0,2,2,13.048781,18168072.500972334,60.60216705710678
0,0,4,8.190362,18545402.2670607,61.86080368566947
0,0,4,8.212864,18014733.255748402,60.090682387779644
0,0,4,8.532341,17650677.520109337,58.876323159076875
0,0,4,12.002809,19351056.607865248,64.54817731592702
0,1,3,13.302275,17381915.55811265,57.97982974632507
0,0,4,9.076862,17020901.533275645,56.77561657280543
0,0,4,11.782303,17479397.326993823,58.304993928845974
0,1,3,15.38474,17173630.975478437,57.28506715818905
0,1,3,11.757812,17390248.954230055,58.007626963868816
0,1,3,8.738353,17334793.24551914,57.82264662963747
0,1,3,12.54129,16858241.309580266,56.23304046576898
0,0,4,8.611856,17982040.86393517,59.98163230610169
1,1,2,13.392775,18250835.341173794,60.8782341780268
0,0,4,11.000315,17263745.52106255,57.58565692881394
0,0,4,13.564277,18339587.488711357,61.17427947790439
0,0,4,16.803717,17774205.53770319,59.288368276028905
0,0,4,9.372842,17393339.13103458,58.01793468423561
0,1,3,14.411758,17559001.87404541,58.57052611772662
0,0,4,13.07378,18012922.91105056,60.08464372782803
0,0,4,13.874767,18590289.424003173,62.01053112558367
0,1,3,8.880849,17424778.401608754,58.122804803362875
0,1,3,10.350326,18140346.173689112,60.50968198375583
0,0,4,8.134867,16759849.889264766,55.904842012651464
1,0,3,9.013847,17478657.667390533,58.30252668996625
0,1,3,14.040769,17084942.235462885,56.98923336303994
0,1,3,11.978299,17195889.848266747,57.35931476630201
0,0,4,9.026347,17882493.461409897,59.64957791135978
0,1,3,15.920732,17300859.13743997,57.70945462830449
0,1,3,8.171862,18250110.733444132,60.87581714679349
0,0,4,9.43234,18083576.432183698,60.32031850789367
0,1,3,8.446855,17591084.880072597,58.677543507207524
0,1,3,7.787868,19087480.133868378,63.6689808294188
0,0,4,14.272259,17528430.190932363,58.468549958883436
0,1,3,9.655338,18611837.18998171,62.082406736684895
0,1,3,13.493272,17981096.385062214,59.97848186367376
0,1,3,11.63382,17226555.645407423,57.461604855752014
0,0,4,7.863858,17455535.948627375,58.22540093746514
0,0,4,9.681337,18237617.40310459,60.83414388220826
0,1,3,8.483857,18685996.460000653,62.3297754363794
0,0,4,13.215277,18271827.933277797,60.948257928404296
0,0,4,13.900266,16879769.170837212,56.304849681865285
0,1,3,13.537271,17795703.924996182,59.36007917756337
0,0,4,8.144363,18091578.55475429,60.347010715820986
0,0,4,8.557855,17387241.54178709,57.99759531569764
0,1,3,8.677354,17378726.044323683,57.96919067344271
0,1,3,12.514784,17943890.081382606,59.85437499262025
0,1,3,12.960781,18543790.191653766,61.85542638088853
0,0,4,9.085847,17398545.78185695,58.03530220205725
0,0,4,13.734768,18651934.55143521,62.21615713850788
0,0,4,8.660852,17888609.86648481,59.669980042742665
0,0,4,7.485373,18363106.907030087,61.252731813338514
0,1,3,8.507357,18263691.646583974,60.92111819713027
0,1,3,13.60277,17539571.46343756,58.50571324395688
0,1,3,7.959366,18760921.605432317,62.57969882148175
0,2,2,16.572719,18532308.06380704,61.817126124771605
1,1,2,8.29436,17664369.507374667,58.92199471281781
0,1,3,8.079364,18426700.30896125,61.46485657051107
0,1,3,10.533821,17805812.94144072,59.39379922702498
0,0,4,14.388257,17343594.7246898,57.852005204193
0,0,4,8.703854,17931767.84055758,59.81393954942475
0,1,3,8.571354,18065203.19947689,60.259032000047696
0,1,3,9.868333,17673947.20352002,58.95394246851902
0,0,4,9.794834,17509686.88853166,58.40602903140318
0,0,4,11.700301,18042340.271822847,60.18276948177391
